16648	213	333	9	1	11
16674	8575	8682	9	1	11
16706	26925	27076	9	1	11
16773	67898	68008	9	1	11
16799	72362	72442	9	1	11
16832	82716	82819	9	1	11
16967	125203	125246	9	1	11
18699	3623	3704	9	1	11
18753	21050	21110	9	1	11
19140	124941	124993	9	1	11
20910	5927	5963	9	1	11
24317	79204	79271	9	1	11
24321	79998	80114	9	1	11
16310	82821	82877	9	2	11
16504	79435	79465	9	2	11
17660	9673	9761	9	2	11
18310	26831	26899	9	2	11
18444	79500	79530	9	2	11
18447	79713	79752	9	2	11
18449	79777	79803	9	2	11
18462	81229	81264	9	2	11
18515	101780	101811	9	2	11
18517	101847	101899	9	2	11
18600	130005	130065	9	2	11
22504	84258	84392	9	2	11
22617	102531	102632	9	2	11
23906	66803	66859	9	2	11
23942	80314	80349	9	2	11
23983	95222	95284	9	2	11
17040	41500	41605	9	2	11
17045	49417	49485	9	3	11
17051	55135	55333	9	3	11
17054	58942	59011	9	3	11
17104	110489	110583	9	3	11
17973	49916	50045	9	3	11
18016	140454	140703	9	3	11
18020	142859	142943	9	3	11
19279	25507	25585	9	3	11
19309	47388	47461	9	3	11
19315	52364	52450	9	3	11
19316	52172	52254	9	3	11
19554	147127	147178	9	3	11
21384	77626	77770	9	3	11
23246	24109	24320	9	3	11
23263	34201	34332	9	3	11
23420	132791	132898	9	4	11
24622	59687	59815	9	4	11
24786	142513	142648	9	4	11
24794	148576	148707	9	4	11
17284	83340	83478	9	4	11
18034	1678	1783	9	4	11
18050	29027	29143	9	5	11
18088	80928	81034	9	5	11
19785	75270	75324	9	5	11
19788	75806	75888	9	5	11
19794	76570	76660	9	5	11
21548	40233	40478	9	5	11
21644	74621	74739	9	5	11
23484	31602	31845	9	5	11
24853	22797	22901	9	5	11
25013	110939	111070	9	6	11
25058	131163	131325	9	6	11
25060	132594	132702	9	7	11
17520	109258	109306	9	7	11
22394	45980	46078	9	7	11
23732	49397	49477	9	7	11
23758	65048	65226	9	7	11
25112	3371	3543	9	7	11
25119	5484	5582	9	7	11
25329	112155	112256	9	7	11
25398	144073	144142	9	7	11
16649	1934	2050	9	7	11
16847	93436	93550	9	7	11
17936	129508	129620	9	7	11
18895	67917	68029	9	7	11
18967	82720	82815	9	7	11
19142	125591	125694	9	7	11
19171	140277	140359	9	8	11
20897	2747	2846	9	8	11
22790	4505	4589	9	8	11
22799	5959	6028	9	8	11
22979	74582	74647	9	8	11
22981	76146	76213	9	8	11
23003	85945	86018	9	8	11
23031	97099	97224	9	8	11
24344	87694	87807	9	8	11
24448	123168	123213	9	8	11
24458	123716	123755	9	8	11
16162	28289	28446	9	8	11
16235	41971	42092	9	8	11
16285	73666	73904	9	8	11
16291	78413	78484	9	8	11
16296	79909	80003	9	8	11
16316	90258	90334	9	8	11
16519	85814	85915	9	8	11
16594	132877	132984	9	8	11
16597	132528	132619	9	8	11
17756	101346	101417	9	8	11
18319	40902	40966	9	8	11
18320	43187	43242	9	8	11
18341	50479	50516	9	8	11
18342	52663	52710	9	8	11
18436	73225	73306	9	8	11
18439	78349	78383	9	8	11
18456	81333	81380	9	8	11
18458	82619	82675	9	8	11
18495	94425	94481	9	8	11
18598	130130	130203	9	8	11
18602	131782	131881	9	8	11
18610	133580	133660	9	8	11
22459	71927	71979	9	8	11
23922	71548	71634	9	8	11
23933	77807	77890	9	8	11
23951	81961	82020	9	8	11
24047	121151	121273	9	8	11
24048	121281	121384	9	9	11
24061	127641	127735	9	9	11
24084	132114	132232	9	9	11
18002	108131	108234	9	9	11
19244	6609	6669	9	9	11
19280	23081	23184	9	9	11
19299	36524	36653	9	9	11
19300	36675	36834	9	9	11
19312	49412	49546	9	9	11
19313	50109	50243	9	9	11
19324	57198	57329	9	9	11
19330	59588	59721	9	9	11
19331	59771	59870	9	9	11
19467	116385	116489	9	9	11
19479	118048	118139	9	9	11
19485	124526	124635	9	9	11
19487	125130	125221	9	9	11
19494	129179	129265	9	9	11
19535	140451	140563	9	9	11
19538	141747	141867	9	9	11
19540	142252	142379	9	9	11
21294	11933	12056	9	9	11
21343	43660	43972	9	9	11
21411	100483	100627	9	9	11
23278	41790	42666	9	9	11
24531	1903	2085	9	9	11
24586	36023	36144	9	10	11
24604	53882	53987	9	10	11
24605	54044	54134	9	10	11
24606	52261	52345	9	10	11
24607	54164	54259	9	10	11
24614	58609	58700	9	10	11
24749	122261	122387	9	10	11
24754	124860	124970	9	10	11
24778	140596	140707	9	10	11
17234	41207	41283	9	10	11
17336	126427	126595	9	10	11
18047	22627	22790	9	10	11
19627	19712	19802	9	10	11
19678	37688	37748	9	10	11
19699	44428	44535	9	10	11
19701	45185	45282	9	10	11
19727	57165	57279	9	10	11
19731	57086	57155	9	10	11
19971	139563	139636	9	10	11
19980	145315	145376	9	10	11
20010	150517	150590	9	11	11
20018	153017	153120	9	11	11
21537	24940	25198	9	11	11
21656	80924	81038	9	11	11
21704	110947	111055	9	11	11
21778	143227	143354	9	11	11
21793	150354	150498	9	11	11
23472	26488	26585	9	11	11
23475	27966	28085	9	11	11
24826	8234	8465	9	11	11
24829	11128	11307	9	11	11
24830	10868	11061	9	11	11
24856	21370	21475	9	11	11
24882	34083	34209	9	11	11
24899	43666	43802	9	11	11
24900	43958	44077	9	11	11
25074	139687	139795	9	11	11
25081	143099	143281	9	12	11
17450	56030	56058	9	12	11
18153	17935	18045	9	12	11
18170	62752	62907	9	12	11
18178	82023	82107	9	12	11
18186	112117	112274	9	12	11
18212	149769	149825	9	13	11
18213	149850	149885	9	13	11
18214	149917	149979	9	14	11
20071	18193	18365	9	14	11
20150	50572	50628	9	14	11
20153	48646	48707	9	14	11
20158	52293	52353	9	14	11
20216	69933	69985	9	14	11
